,Price
2013-01-29,8111.0
2013-01-30,8237.0
2013-01-31,8200.25
2013-02-01,8310.0
2013-02-02,8298.625
2013-02-03,8298.625
2013-02-04,8287.25
2013-02-05,8286.0
2013-02-06,8233.0
2013-02-07,8209.0
2013-02-08,8274.25
2013-02-09,8236.0
2013-02-10,8236.0
2013-02-11,8197.75
2013-02-12,8240.0
2013-02-13,8234.0
2013-02-14,8238.75
2013-02-15,8237.25
2013-02-16,8182.0
2013-02-17,8182.0
2013-02-18,8126.75
2013-02-19,8051.5
2013-02-20,7962.0
2013-02-21,7852.0
2013-02-22,7817.0
2013-02-23,7823.875
2013-02-24,7823.875
2013-02-25,7830.75
2013-02-26,7890.5
2013-02-27,7862.5
2013-02-28,7814.0
2013-03-01,7719.0
2013-03-02,7730.75
2013-03-03,7730.75
2013-03-04,7742.5
2013-03-05,7772.75
2013-03-06,7700.75
2013-03-07,7751.0
2013-03-08,7747.5
2013-03-09,7756.75
2013-03-10,7756.75
2013-03-11,7766.0
2013-03-12,7828.0
